ID,Nama_Pelanggan,Tanggal_Pembelian,Jumlah_Pembelian,Kategori_Buku,Harga_Satuan,Total_Harga
TRX007376,"Dr. Nadine Prasasta, M.M.",2025-01-19,5,Pelajaran,75000,375000
TRX006571,R.M. Harjo Nainggolan,2024-05-16,7,Fiksi,50000,350000
TRX006781,Drs. Ulva Mansur,2025-03-21,4,Non-Fiksi,60000,240000
TRX003901,"Puti Ika Agustina, S.Psi",2025-04-01,6,Biografi,55000,330000
TRX003959,"Dr. Emas Adriansyah, S.Pd",2025-03-01,13,Non-Fiksi,60000,780000
TRX009089,"Ifa Rahmawati, M.Farm",2024-09-04,20,Non-Fiksi,60000,1200000
TRX009667,"Jindra Maryadi, M.M.",2024-07-19,15,Fiksi,50000,750000
TRX001969,drg. Gangsar Sitorus,2024-09-05,3,Komik,40000,120000
TRX008632,KH. Kenari Waluyo,2025-03-03,8,Non-Fiksi,60000,480000
TRX008176,Janet Nainggolan,2024-10-24,20,Pelajaran,75000,1500000
TRX009859,"Halima Pertiwi, S.Sos",2025-04-30,16,Komik,40000,640000
TRX008448,Sabri Zulkarnain,2024-06-30,13,Biografi,55000,715000
TRX000937,Galiono Kusmawati,2024-07-07,18,Fiksi,50000,900000
TRX003387,"Yessi Wibowo, S.Sos",2025-02-26,10,Biografi,55000,550000
TRX007307,"Prima Yulianti, S.E.I",2025-01-09,19,Komik,40000,760000
TRX001098,Ani Mahendra,2024-11-27,17,Komik,40000,680000
TRX001748,Drs. Gamblang Januar,2024-12-20,19,Komik,40000,760000
TRX008225,"Dr. Cinthia Novitasari, M.M.",2024-06-24,5,Biografi,55000,275000
TRX003769,Najam Megantara,2025-04-28,9,Komik,40000,360000
TRX005329,Safina Mangunsong,2025-03-21,12,Biografi,55000,660000
TRX004195,Jarwadi Saptono,2024-05-07,1,Komik,40000,40000
TRX009935,Sarah Widodo,2025-03-08,1,Pelajaran,75000,75000
TRX001703,"Bajragin Sitompul, M.Pd",2025-04-30,15,Komik,40000,600000
TRX003639,Jamalia Utami,2024-10-21,2,Biografi,55000,110000
TRX003999,"Vanya Laksita, M.Pd",2024-08-25,16,Non-Fiksi,60000,960000
TRX002256,Lasmanto Hidayat,2024-06-19,8,Komik,40000,320000
TRX003208,Laswi Suwarno,2025-01-08,13,Non-Fiksi,60000,780000
TRX000972,Pangeran Iswahyudi,2025-01-31,1,Pelajaran,75000,75000
TRX005343,Cinthia Usada,2025-05-03,16,Fiksi,50000,800000
TRX001413,"Cinthia Handayani, S.E.",2025-01-18,7,Pelajaran,75000,525000
TRX001118,"Ifa Dabukke, S.Gz",2024-09-21,5,Komik,40000,200000
TRX004931,Wulan Hakim,2024-11-11,3,Non-Fiksi,60000,180000
TRX000735,Kani Wahyudin,2024-12-07,12,Non-Fiksi,60000,720000
TRX006182,Dalima Prasasta,2024-05-20,16,Biografi,55000,880000
TRX006283,dr. Karya Zulaika,2024-12-23,19,Non-Fiksi,60000,1140000
TRX002177,"R.M. Cawisono Natsir, S.Pt",2025-02-23,5,Biografi,55000,275000
TRX008543,drg. Raina Zulaika,2024-11-01,14,Fiksi,50000,700000
TRX005069,Jamal Padmasari,2024-11-24,5,Komik,40000,200000
TRX006242,Daru Hariyah,2024-08-06,15,Biografi,55000,825000
TRX000804,"Dodo Haryanti, S.T.",2024-05-16,17,Fiksi,50000,850000
TRX008363,"Adika Hastuti, S.Pd",2024-06-23,14,Non-Fiksi,60000,840000
TRX002707,"Kenes Manullang, S.Pt",2025-04-29,20,Non-Fiksi,60000,1200000
TRX002459,Jelita Rahmawati,2024-11-30,5,Fiksi,50000,250000
TRX006886,Suci Anggraini,2024-05-11,12,Non-Fiksi,60000,720000
TRX002426,"Hafshah Hasanah, S.Pd",2025-03-31,16,Fiksi,50000,800000
TRX002128,Harjo Laksmiwati,2024-06-02,16,Biografi,55000,880000
TRX000513,Dasa Wibowo,2024-05-14,7,Biografi,55000,385000
TRX003459,dr. Ratih Sihombing,2025-04-17,4,Fiksi,50000,200000
TRX008648,"Ida Damanik, S.Sos",2024-08-29,1,Biografi,55000,55000
TRX003305,Ajeng Pratiwi,2024-06-13,5,Biografi,55000,275000
TRX006716,"Hj. Victoria Hardiansyah, M.Ak",2025-01-01,10,Biografi,55000,550000
TRX007874,"Najwa Suwarno, S.H.",2024-08-24,5,Pelajaran,75000,375000
TRX000857,dr. Gawati Usada,2025-04-23,4,Komik,40000,160000
TRX001611,Lukman Ramadan,2025-04-06,2,Non-Fiksi,60000,120000
TRX008054,"Perkasa Wahyuni, S.E.I",2025-02-05,20,Pelajaran,75000,1500000
TRX003355,"Bakti Utami, S.Gz",2024-09-09,10,Biografi,55000,550000
TRX007363,Winda Farida,2024-08-07,19,Fiksi,50000,950000
TRX006894,Labuh Utama,2024-08-30,1,Biografi,55000,55000
TRX002248,"Diah Iswahyudi, S.Pd",2024-06-03,5,Komik,40000,200000
TRX002231,Ulva Agustina,2024-12-29,13,Biografi,55000,715000
TRX000026,Daliono Mustofa,2024-09-11,4,Fiksi,50000,200000
TRX004585,"Dr. Taufik Utama, M.TI.",2025-04-08,16,Komik,40000,640000
TRX007824,T. Radika Marbun,2025-02-23,16,Biografi,55000,880000
TRX008139,Yunita Laksmiwati,2024-06-23,2,Komik,40000,80000
TRX007154,"T. Pangeran Sirait, S.IP",2025-03-06,17,Non-Fiksi,60000,1020000
TRX000342,Citra Megantara,2025-02-24,20,Non-Fiksi,60000,1200000
TRX006410,"Sutan Satya Wastuti, S.Sos",2024-11-19,12,Biografi,55000,660000
TRX006142,"Drs. Karimah Iswahyudi, S.Sos",2025-02-24,18,Komik,40000,720000
TRX009540,Eman Nasyiah,2025-04-22,3,Fiksi,50000,150000
TRX004196,Jaeman Uwais,2024-06-11,1,Biografi,55000,55000
TRX005694,"Pangestu Wulandari, S.T.",2025-05-01,1,Non-Fiksi,60000,60000
TRX006713,drg. Yuni Uyainah,2025-01-14,19,Non-Fiksi,60000,1140000
TRX000347,Cici Wulandari,2024-08-14,11,Biografi,55000,605000
TRX005894,Jarwi Dongoran,2024-08-24,5,Komik,40000,200000
TRX001457,Drs. Jane Suryatmi,2024-11-03,12,Non-Fiksi,60000,720000
TRX001342,Marsudi Haryanto,2024-12-06,3,Komik,40000,120000
TRX002916,"Ridwan Hariyah, S.Pd",2024-10-11,1,Non-Fiksi,60000,60000
TRX004129,"Hasan Latupono, S.E.I",2025-03-11,1,Non-Fiksi,60000,60000
TRX004326,Warsita Firgantoro,2024-10-28,8,Pelajaran,75000,600000
TRX009354,Nilam Latupono,2024-08-24,10,Non-Fiksi,60000,600000
TRX005745,Daryani Nasyiah,2025-02-13,11,Fiksi,50000,550000
TRX006500,Harsanto Hasanah,2025-04-13,12,Biografi,55000,660000
TRX006107,Salsabila Namaga,2025-01-04,13,Biografi,55000,715000
TRX009171,Rini Mangunsong,2024-06-24,12,Komik,40000,480000
TRX001244,Safina Januar,2024-12-04,14,Non-Fiksi,60000,840000
TRX005920,"Dr. Raisa Wasita, S.T.",2024-05-19,2,Fiksi,50000,100000
TRX009266,Muhammad Uwais,2024-07-12,19,Komik,40000,760000
TRX002844,Ibun Handayani,2024-06-07,18,Pelajaran,75000,1350000
TRX004018,Sabar Tarihoran,2025-01-09,3,Komik,40000,120000
TRX002506,Mahfud Uwais,2024-11-19,17,Komik,40000,680000
TRX003763,Ir. Gatot Halim,2025-01-21,8,Non-Fiksi,60000,480000
TRX003530,Ika Nainggolan,2024-12-06,10,Pelajaran,75000,750000
TRX004587,Warta Hasanah,2025-04-29,2,Komik,40000,80000
TRX004157,Mujur Prabowo,2024-12-27,19,Fiksi,50000,950000
TRX003198,"Manah Riyanti, S.Ked",2024-07-30,9,Fiksi,50000,450000
TRX002715,Panji Sitorus,2024-05-13,7,Biografi,55000,385000
TRX007917,Budi Pratiwi,2024-10-01,4,Pelajaran,75000,300000
TRX002084,Bagiya Puspasari,2024-07-30,18,Pelajaran,75000,1350000
TRX006547,Langgeng Pratama,2025-02-22,13,Biografi,55000,715000
TRX003684,"R.A. Julia Maulana, M.Ak",2024-09-15,11,Komik,40000,440000
TRX009913,Enteng Maulana,2024-11-14,4,Pelajaran,75000,300000
TRX008271,Kayun Ramadan,2025-04-24,4,Fiksi,50000,200000
TRX006244,"R.M. Balapati Wijayanti, S.Ked",2024-12-08,10,Fiksi,50000,500000
TRX000641,Aditya Tamba,2025-01-09,5,Non-Fiksi,60000,300000
TRX006515,"KH. Dasa Rahmawati, S.Psi",2025-02-04,9,Pelajaran,75000,675000
TRX005183,Cayadi Saptono,2024-05-14,3,Komik,40000,120000
TRX002593,Budi Andriani,2025-01-21,17,Biografi,55000,935000
TRX009109,R. Panca Haryanto,2024-08-01,3,Biografi,55000,165000
TRX003748,Melinda Tarihoran,2024-11-01,16,Komik,40000,640000
TRX007217,Drs. Balangga Hartati,2024-12-07,4,Non-Fiksi,60000,240000
TRX007117,Sutan Warsita Susanti,2024-12-18,18,Biografi,55000,990000
TRX009797,Ozy Wahyuni,2025-03-01,17,Pelajaran,75000,1275000
TRX006153,T. Jagapati Yuniar,2024-06-18,7,Non-Fiksi,60000,420000
TRX007118,Aswani Kuswandari,2025-01-19,5,Pelajaran,75000,375000
TRX004417,"drg. Maria Kurniawan, M.Kom.",2024-06-30,12,Fiksi,50000,600000
TRX001742,"Maimunah Hidayanto, S.Pt",2024-06-11,17,Non-Fiksi,60000,1020000
TRX000284,Rachel Maulana,2024-07-30,13,Biografi,55000,715000
TRX003678,Budi Saefullah,2025-03-20,3,Non-Fiksi,60000,180000
TRX004895,Hj. Restu Pudjiastuti,2025-01-16,9,Non-Fiksi,60000,540000
TRX007221,"Jane Wibowo, M.Ak",2025-01-01,17,Non-Fiksi,60000,1020000
TRX001612,T. Jaeman Mayasari,2025-02-10,17,Non-Fiksi,60000,1020000
TRX005905,drg. Cinthia Latupono,2025-04-21,20,Pelajaran,75000,1500000
TRX006723,"Hj. Sadina Puspasari, S.Kom",2025-02-08,16,Fiksi,50000,800000
TRX006726,Mila Pradana,2024-10-24,13,Komik,40000,520000
TRX009785,Jessica Hasanah,2024-08-10,19,Non-Fiksi,60000,1140000
TRX005656,Lidya Kuswoyo,2025-05-01,17,Biografi,55000,935000
TRX001041,Maria Sihotang,2025-04-26,4,Non-Fiksi,60000,240000
TRX000947,"Dodo Wahyudin, S.E.I",2025-04-21,12,Biografi,55000,660000
TRX006039,"Virman Kusmawati, S.Pt",2024-08-06,9,Pelajaran,75000,675000
TRX000556,Radika Hutasoit,2025-03-20,19,Biografi,55000,1045000
TRX008841,Ian Kuswoyo,2025-02-08,12,Komik,40000,480000
TRX002768,"Ulya Wahyudin, S.E.I",2024-10-08,9,Fiksi,50000,450000
TRX001588,Dt. Langgeng Purwanti,2024-12-22,7,Biografi,55000,385000
TRX003262,Tgk. Mumpuni Maheswara,2024-12-14,14,Biografi,55000,770000
TRX005491,Kamila Widiastuti,2024-05-10,20,Fiksi,50000,1000000
TRX000564,"dr. Taswir Habibi, S.Pd",2024-09-05,19,Komik,40000,760000
TRX003275,Tgk. Kamila Jailani,2025-03-17,15,Non-Fiksi,60000,900000
TRX008092,Drs. Gabriella Mangunsong,2024-09-10,16,Biografi,55000,880000
TRX001274,"Jaya Prasetyo, S.IP",2024-12-05,5,Fiksi,50000,250000
TRX000682,Zulfa Puspita,2024-09-07,3,Pelajaran,75000,225000
TRX008635,Calista Setiawan,2024-09-15,12,Fiksi,50000,600000
TRX001202,R.A. Yani Aryani,2025-04-25,20,Pelajaran,75000,1500000
TRX003861,"Drs. Vivi Oktaviani, M.Ak",2024-11-12,4,Komik,40000,160000
TRX008199,"Margana Puspita, S.Ked",2025-03-05,16,Non-Fiksi,60000,960000
TRX008985,Hj. Yance Santoso,2024-09-26,7,Fiksi,50000,350000
TRX004488,Cemeti Saputra,2024-12-21,13,Biografi,55000,715000
TRX005971,"Vanesa Saragih, S.Psi",2024-12-13,10,Komik,40000,400000
TRX005686,Agnes Najmudin,2024-08-31,7,Fiksi,50000,350000
TRX006704,"R. Padmi Wahyuni, S.Sos",2025-01-31,14,Biografi,55000,770000
TRX006240,Caket Usada,2025-02-27,5,Fiksi,50000,250000
TRX005531,Bakijan Nuraini,2024-05-13,3,Pelajaran,75000,225000
TRX007455,Harimurti Andriani,2024-12-02,11,Fiksi,50000,550000
TRX007903,Jasmin Manullang,2025-02-23,11,Fiksi,50000,550000
TRX009856,Ira Simbolon,2024-08-21,18,Fiksi,50000,900000
TRX009528,"Drs. Lembah Hutasoit, S.Gz",2024-07-16,15,Komik,40000,600000
TRX006647,Candrakanta Safitri,2024-12-14,12,Fiksi,50000,600000
TRX001229,Mursita Hutapea,2025-04-17,9,Biografi,55000,495000
TRX000594,Maimunah Wijayanti,2025-02-15,10,Pelajaran,75000,750000
TRX004697,Nova Sudiati,2024-05-05,12,Pelajaran,75000,900000
TRX006129,Lidya Saputra,2025-03-24,17,Fiksi,50000,850000
TRX002548,Perkasa Mulyani,2024-10-14,6,Komik,40000,240000
TRX001308,Gangsar Astuti,2024-12-25,7,Komik,40000,280000
TRX005537,Edi Wastuti,2024-10-18,14,Biografi,55000,770000
TRX008209,"Lega Laksita, M.TI.",2024-12-10,13,Fiksi,50000,650000
TRX001713,"Gaiman Gunawan, S.H.",2025-01-07,8,Pelajaran,75000,600000
TRX003112,Rahayu Hakim,2024-05-23,10,Komik,40000,400000
TRX009769,Damu Sihombing,2025-01-27,9,Fiksi,50000,450000
TRX002116,Pranata Mandala,2024-08-28,18,Komik,40000,720000
TRX005722,"T. Elvin Simbolon, S.IP",2024-09-21,2,Komik,40000,80000
TRX008070,Jamal Astuti,2025-04-17,5,Pelajaran,75000,375000
TRX008395,Cager Wibowo,2024-07-03,5,Non-Fiksi,60000,300000
TRX000491,H. Dartono Mardhiyah,2024-11-22,6,Biografi,55000,330000
TRX006397,Ir. Reksa Thamrin,2024-12-27,19,Biografi,55000,1045000
TRX000895,Hasta Gunarto,2025-03-12,8,Pelajaran,75000,600000
TRX003377,Anita Haryanti,2024-12-01,16,Komik,40000,640000
TRX004907,Setya Sihotang,2024-10-18,13,Fiksi,50000,650000
TRX004405,drg. Queen Waskita,2024-05-10,1,Komik,40000,40000
TRX009685,"Suci Agustina, S.Pd",2024-09-28,20,Pelajaran,75000,1500000
TRX008973,Halim Damanik,2024-05-30,17,Biografi,55000,935000
TRX005169,Ella Safitri,2025-02-11,7,Komik,40000,280000
TRX008526,Yance Tarihoran,2024-05-23,13,Biografi,55000,715000
TRX002481,Ibrani Kurniawan,2024-10-02,4,Fiksi,50000,200000
TRX002534,Ibrani Rahmawati,2024-09-10,4,Biografi,55000,220000
TRX009267,Paramita Hutapea,2024-10-15,6,Biografi,55000,330000
TRX003554,Ira Sirait,2024-10-30,19,Non-Fiksi,60000,1140000
TRX007830,Ganda Narpati,2024-08-06,12,Non-Fiksi,60000,720000
TRX000547,Kajen Usada,2024-08-03,7,Non-Fiksi,60000,420000
TRX003799,Karta Melani,2024-10-27,10,Biografi,55000,550000
TRX001347,Utama Tampubolon,2025-02-22,19,Pelajaran,75000,1425000
TRX001329,Titi Yuliarti,2024-08-19,7,Biografi,55000,385000
TRX003026,"R. Gilda Jailani, S.E.I",2024-09-26,3,Pelajaran,75000,225000
TRX002131,Faizah Natsir,2024-10-24,13,Pelajaran,75000,975000
TRX006696,R. Vanya Yolanda,2025-04-17,13,Non-Fiksi,60000,780000
TRX000668,Cecep Utami,2024-05-21,18,Komik,40000,720000
TRX005681,Malika Pratiwi,2024-06-06,20,Fiksi,50000,1000000
TRX008834,"Drs. Ikin Zulaika, M.Farm",2024-10-06,8,Non-Fiksi,60000,480000
TRX004454,"Makara Oktaviani, S.Psi",2024-09-05,9,Non-Fiksi,60000,540000
TRX009612,"Hj. Iriana Maryadi, M.M.",2024-06-29,7,Komik,40000,280000
TRX004060,Jarwadi Handayani,2024-10-24,1,Fiksi,50000,50000
TRX008812,"Gadang Saefullah, M.Farm",2024-10-12,3,Biografi,55000,165000
TRX008483,Garan Mayasari,2024-06-10,13,Biografi,55000,715000
TRX000650,Galak Hariyah,2025-04-29,17,Non-Fiksi,60000,1020000
TRX004929,Ani Hakim,2024-07-30,1,Fiksi,50000,50000
TRX000605,Yance Suwarno,2024-10-14,6,Non-Fiksi,60000,360000
TRX001605,Mariadi Iswahyudi,2025-01-17,6,Pelajaran,75000,450000
TRX006603,Ir. Ophelia Winarno,2024-12-08,12,Non-Fiksi,60000,720000
TRX001865,Ratna Puspasari,2024-05-31,13,Non-Fiksi,60000,780000
TRX009355,"H. Umar Gunarto, M.M.",2024-08-29,13,Biografi,55000,715000
TRX004109,"Drs. Martana Nainggolan, S.Psi",2024-12-19,15,Biografi,55000,825000
TRX002659,Dr. Olivia Maryadi,2025-04-19,16,Biografi,55000,880000
TRX009931,Ihsan Jailani,2024-12-05,11,Pelajaran,75000,825000
TRX005007,"Tgk. Nasab Hutasoit, M.TI.",2024-05-27,5,Biografi,55000,275000
TRX009349,"Cawuk Gunarto, S.H.",2024-06-28,4,Fiksi,50000,200000
TRX008855,"Maida Farida, M.TI.",2024-09-20,3,Komik,40000,120000
TRX000291,Drs. Capa Utama,2024-07-29,19,Fiksi,50000,950000
TRX007749,Intan Wibisono,2025-01-06,20,Fiksi,50000,1000000
TRX009303,Vicky Sirait,2024-05-12,18,Biografi,55000,990000
TRX007668,"Liman Habibi, S.Psi",2024-11-19,15,Komik,40000,600000
TRX008686,Gambira Kuswoyo,2024-08-21,9,Komik,40000,360000
TRX006607,Ir. Harsana Suryono,2024-07-19,17,Komik,40000,680000
TRX004707,Tari Wahyuni,2024-11-06,14,Pelajaran,75000,1050000
TRX005106,R. Juli Hutapea,2025-02-09,15,Biografi,55000,825000
TRX002329,Hj. Dinda Tampubolon,2024-10-06,1,Komik,40000,40000
TRX007024,Safina Wijayanti,2024-12-30,3,Pelajaran,75000,225000
TRX005118,Diah Riyanti,2024-12-29,16,Non-Fiksi,60000,960000
TRX008943,"Chelsea Saragih, M.Pd",2024-07-06,11,Non-Fiksi,60000,660000
TRX005014,Syahrini Sitompul,2025-01-08,12,Pelajaran,75000,900000
TRX005533,"R. Salsabila Novitasari, S.Pt",2024-12-29,10,Pelajaran,75000,750000
TRX007456,"Mumpuni Anggraini, M.TI.",2025-03-30,16,Biografi,55000,880000
TRX000893,Anita Tarihoran,2024-10-06,8,Biografi,55000,440000
TRX005864,Elvina Prabowo,2024-08-27,6,Non-Fiksi,60000,360000
TRX001979,Vivi Laksita,2024-08-17,12,Komik,40000,480000
TRX003351,Darmanto Mandala,2024-08-30,8,Non-Fiksi,60000,480000
TRX004297,Bahuwarna Sihombing,2024-10-30,4,Komik,40000,160000
TRX002577,"Puti Ophelia Namaga, M.TI.",2025-03-01,8,Komik,40000,320000
TRX001490,Mitra Sirait,2025-03-26,18,Biografi,55000,990000
TRX009260,"Drs. Cahyadi Riyanti, S.Sos",2024-11-14,5,Fiksi,50000,250000
TRX004599,Carub Najmudin,2025-04-03,9,Fiksi,50000,450000
TRX005976,"Ir. Yessi Marbun, M.M.",2025-04-23,4,Pelajaran,75000,300000
TRX003012,Hendra Utama,2024-07-14,17,Biografi,55000,935000
TRX004696,"Najib Prakasa, M.M.",2024-09-07,9,Komik,40000,360000
TRX001356,Tgk. Umi Hassanah,2025-03-12,1,Fiksi,50000,50000
TRX001125,Kasusra Permadi,2025-04-10,20,Komik,40000,800000
TRX000221,Yessi Halimah,2025-03-16,13,Fiksi,50000,650000
TRX006083,"R.A. Kartika Wastuti, M.Farm",2024-05-08,16,Fiksi,50000,800000
TRX002091,Malika Suryono,2024-11-27,13,Fiksi,50000,650000
TRX004519,"dr. Jefri Nuraini, S.Farm",2024-08-22,14,Biografi,55000,770000
TRX009564,Rendy Pangestu,2025-01-22,3,Non-Fiksi,60000,180000
TRX005867,"Drs. Cahyo Ramadan, S.Gz",2024-07-15,6,Komik,40000,240000
TRX001350,"Jaya Wahyudin, M.Pd",2024-08-06,18,Biografi,55000,990000
TRX009699,Narji Maryati,2025-02-17,19,Biografi,55000,1045000
TRX007581,"Puti Intan Hutasoit, S.E.",2024-06-28,5,Biografi,55000,275000
TRX005419,Mila Mulyani,2025-04-19,15,Biografi,55000,825000
TRX009371,Radika Fujiati,2024-08-10,2,Biografi,55000,110000
TRX006735,Warsita Prasetya,2024-07-11,10,Pelajaran,75000,750000
TRX000699,"Dr. Kamaria Dongoran, S.Farm",2024-07-26,18,Komik,40000,720000
TRX008093,Harto Mardhiyah,2024-08-30,13,Biografi,55000,715000
TRX003151,Gilda Winarno,2024-11-19,5,Komik,40000,200000
TRX000078,Hardi Prasetyo,2024-05-06,1,Pelajaran,75000,75000
TRX003168,Galuh Januar,2025-02-26,1,Pelajaran,75000,75000
TRX004023,"Hj. Juli Maulana, S.E.I",2024-05-17,18,Komik,40000,720000
TRX004876,Edison Halimah,2024-08-19,15,Fiksi,50000,750000
TRX003589,"Yance Mandala, M.Kom.",2024-06-05,17,Non-Fiksi,60000,1020000
TRX005884,Raisa Ardianto,2024-10-28,11,Fiksi,50000,550000
TRX002609,Ajiman Rajasa,2025-02-04,17,Fiksi,50000,850000
TRX003611,Rafid Maryadi,2024-06-22,13,Fiksi,50000,650000
TRX004744,H. Lulut Nuraini,2024-09-01,1,Biografi,55000,55000
TRX009430,Carla Suwarno,2024-06-16,2,Pelajaran,75000,150000
TRX009169,Gada Maheswara,2025-02-08,9,Fiksi,50000,450000
TRX009469,Digdaya Andriani,2024-09-10,3,Pelajaran,75000,225000
TRX008578,"Putu Oktaviani, M.M.",2024-09-14,1,Komik,40000,40000
TRX007089,Balapati Mandasari,2024-08-08,16,Non-Fiksi,60000,960000
TRX003020,Drs. Anita Usamah,2025-05-05,6,Komik,40000,240000
TRX002947,Drs. Dimas Megantara,2025-04-09,17,Komik,40000,680000
TRX005075,Maria Adriansyah,2024-10-06,5,Biografi,55000,275000
TRX005637,dr. Halima Pertiwi,2024-12-24,5,Non-Fiksi,60000,300000
TRX009163,Fitria Widiastuti,2024-06-15,6,Komik,40000,240000
TRX009404,"Bakiadi Novitasari, S.I.Kom",2024-09-09,3,Komik,40000,120000
TRX008511,Xanana Novitasari,2024-11-28,5,Non-Fiksi,60000,300000
TRX008471,Dr. Panji Mayasari,2024-09-13,5,Non-Fiksi,60000,300000
TRX008574,Dt. Harsaya Halimah,2024-09-04,10,Komik,40000,400000
TRX004115,Makara Wibisono,2024-10-30,10,Non-Fiksi,60000,600000
TRX008489,Hafshah Budiyanto,2024-08-22,19,Komik,40000,760000
TRX003247,Winda Hidayat,2025-03-29,17,Komik,40000,680000
TRX006714,Halima Wahyuni,2024-12-18,14,Biografi,55000,770000
TRX001273,"Bala Prastuti, S.Psi",2025-04-30,9,Fiksi,50000,450000
TRX004988,Artawan Thamrin,2024-05-16,14,Komik,40000,560000
TRX004422,Tgk. Rahmat Yuniar,2024-10-01,1,Pelajaran,75000,75000
TRX009912,Radika Hariyah,2024-07-11,19,Fiksi,50000,950000
TRX003690,"Natalia Usamah, S.E.",2025-03-24,13,Fiksi,50000,650000
TRX009914,"R.M. Atma Haryanti, S.Gz",2024-11-14,13,Fiksi,50000,650000
TRX007545,Farah Gunawan,2024-12-09,4,Biografi,55000,220000
TRX003691,"Sutan Timbul Gunarto, S.Psi",2025-03-15,1,Komik,40000,40000
TRX000054,Oliva Widodo,2024-09-29,17,Biografi,55000,935000
TRX006380,"Drs. Nabila Ramadan, S.Gz",2024-05-10,8,Komik,40000,320000
TRX005924,"Ir. Dadap Suwarno, S.I.Kom",2024-07-06,2,Biografi,55000,110000
TRX006468,"Cut Zelaya Yolanda, S.Psi",2024-08-20,8,Biografi,55000,440000
TRX002406,Dewi Uwais,2024-07-07,7,Pelajaran,75000,525000
TRX004411,Lalita Farida,2024-09-25,2,Biografi,55000,110000
TRX000075,Jessica Nashiruddin,2024-10-27,3,Non-Fiksi,60000,180000
TRX007707,Talia Mandasari,2024-05-28,18,Pelajaran,75000,1350000
TRX009491,Wirda Maryati,2024-08-05,12,Biografi,55000,660000
TRX005809,Wani Hutasoit,2025-02-25,1,Fiksi,50000,50000
TRX006298,"Lintang Hutapea, S.Farm",2024-07-26,12,Non-Fiksi,60000,720000
TRX005577,R. Puji Sihombing,2024-07-30,5,Non-Fiksi,60000,300000
TRX009410,Ciaobella Hutapea,2025-01-15,17,Non-Fiksi,60000,1020000
TRX009893,Salimah Sihombing,2024-06-30,16,Pelajaran,75000,1200000
TRX000520,Melinda Suartini,2025-01-01,15,Biografi,55000,825000
TRX001590,"Maria Marbun, M.M.",2025-03-09,15,Biografi,55000,825000
TRX003897,Melinda Gunarto,2024-09-13,5,Fiksi,50000,250000
TRX005076,"Kamila Susanti, S.Farm",2025-01-22,14,Fiksi,50000,700000
TRX002753,Suci Hakim,2024-12-23,2,Non-Fiksi,60000,120000
TRX003245,Mumpuni Uyainah,2024-08-26,11,Fiksi,50000,550000
TRX008192,Karimah Mulyani,2024-09-21,19,Pelajaran,75000,1425000
TRX007627,"H. Mustika Manullang, S.Ked",2024-07-14,7,Biografi,55000,385000
TRX005205,Samsul Sudiati,2025-05-01,6,Non-Fiksi,60000,360000
TRX005384,"Purwa Farida, S.Gz",2024-07-30,2,Fiksi,50000,100000
TRX001542,Bagas Prakasa,2025-03-30,6,Pelajaran,75000,450000
TRX002551,"Ir. Ghani Tarihoran, S.Sos",2024-06-06,18,Pelajaran,75000,1350000
TRX004308,Cut Rahmi Mangunsong,2024-09-07,2,Fiksi,50000,100000
TRX007772,"Ihsan Uwais, S.I.Kom",2025-01-08,18,Biografi,55000,990000
TRX006739,Vanesa Hutagalung,2024-11-29,15,Fiksi,50000,750000
TRX003722,R. Paris Utama,2025-04-27,19,Non-Fiksi,60000,1140000
TRX000418,Iriana Yulianti,2025-03-15,2,Fiksi,50000,100000
TRX008827,Hilda Latupono,2024-06-28,20,Pelajaran,75000,1500000
TRX001828,Oman Nashiruddin,2024-11-25,6,Fiksi,50000,300000
TRX004660,Padma Wibisono,2024-10-02,1,Biografi,55000,55000
TRX006755,R. Eluh Rajata,2024-07-31,15,Komik,40000,600000
TRX002930,"Melinda Prabowo, M.Ak",2024-05-22,10,Fiksi,50000,500000
TRX000366,Talia Lestari,2024-08-21,19,Biografi,55000,1045000
TRX006578,Banawi Mansur,2024-05-12,17,Biografi,55000,935000
TRX002078,"Puti Mila Natsir, M.M.",2025-04-24,5,Pelajaran,75000,375000
TRX006797,Rusman Zulaika,2025-03-22,4,Biografi,55000,220000
TRX000681,"dr. Salwa Situmorang, S.Pt",2024-06-28,10,Biografi,55000,550000
TRX008096,Dr. Elvin Salahudin,2024-12-25,17,Biografi,55000,935000
TRX004393,"R. Tania Uyainah, S.E.",2024-10-20,10,Biografi,55000,550000
TRX003171,"Tgk. Kacung Prasetyo, S.IP",2024-10-04,17,Non-Fiksi,60000,1020000
TRX000311,Prima Mandala,2024-07-15,20,Non-Fiksi,60000,1200000
TRX007564,Paiman Lailasari,2025-04-21,5,Pelajaran,75000,375000
TRX008155,Gatra Puspasari,2025-04-12,2,Fiksi,50000,100000
TRX001475,dr. Nadia Puspasari,2025-01-28,6,Biografi,55000,330000
TRX002251,Luwar Irawan,2024-12-30,2,Fiksi,50000,100000
TRX001109,Galak Widodo,2024-12-24,13,Fiksi,50000,650000
TRX005541,"Tantri Kuswandari, M.TI.",2024-06-09,11,Pelajaran,75000,825000
TRX008653,Vivi Wasita,2024-10-23,11,Biografi,55000,605000
TRX001133,"Ir. Belinda Mahendra, S.Psi",2024-07-05,16,Biografi,55000,880000
TRX008761,"Bagya Hartati, M.M.",2024-06-12,11,Komik,40000,440000
TRX002843,"Kariman Situmorang, S.E.I",2024-11-09,19,Fiksi,50000,950000
